"cohort_id","concept_set_id","database_id","concept_id","concept_count","concept_subjects"
1,19,"synpuf",194093,135,131
1,19,"synpuf",194109,-5,-5
1,19,"synpuf",194395,4383,3989
1,19,"synpuf",194516,53,44
1,19,"synpuf",194710,-5,-5
1,19,"synpuf",195401,2305,1944
1,19,"synpuf",195583,84,76
1,19,"synpuf",195584,60,60
1,19,"synpuf",195594,-5,-5
1,19,"synpuf",195851,2538,2185
1,19,"synpuf",196443,117,111
1,19,"synpuf",196471,192,189
1,19,"synpuf",196488,-5,-5
1,19,"synpuf",196751,-5,-5
1,19,"synpuf",198187,228,212
1,19,"synpuf",198195,233,233
1,19,"synpuf",198212,14,13
1,19,"synpuf",198221,6,6
1,19,"synpuf",199062,662,582
1,19,"synpuf",199068,107,104
1,19,"synpuf",199978,1015,869
1,19,"synpuf",200149,-5,-5
1,19,"synpuf",200579,282,251
1,19,"synpuf",200769,283,259
1,19,"synpuf",200771,84,81
1,19,"synpuf",200789,-5,-5
1,19,"synpuf",201069,2807,2506
1,19,"synpuf",201359,-5,-5
1,19,"synpuf",201366,-5,-5
1,19,"synpuf",201642,5,5
1,19,"synpuf",201681,-5,-5
1,19,"synpuf",201727,197,192
1,19,"synpuf",201995,245,238
1,19,"synpuf",202001,185,183
1,19,"synpuf",252477,37,26
1,19,"synpuf",254177,80,77
1,19,"synpuf",254514,204,180
1,19,"synpuf",254790,5,5
1,19,"synpuf",255105,10,10
1,19,"synpuf",256556,8,8
1,19,"synpuf",256844,8,8
1,19,"synpuf",261433,13,13
1,19,"synpuf",321710,49,49
1,19,"synpuf",373057,-5,-5
1,19,"synpuf",373205,90,89
1,19,"synpuf",373347,52,42
1,19,"synpuf",373648,209,202
1,19,"synpuf",374025,2734,2122
1,19,"synpuf",374753,81,80
1,19,"synpuf",375680,9,9
1,19,"synpuf",376419,285,279
1,19,"synpuf",376552,323,282
1,19,"synpuf",378264,65,65
1,19,"synpuf",378573,71,71
1,19,"synpuf",378756,1786,1582
1,19,"synpuf",381440,9,9
1,19,"synpuf",381444,261,252
1,19,"synpuf",432366,133,129
1,19,"synpuf",432474,6,6
1,19,"synpuf",432475,6,6
1,19,"synpuf",432478,15,14
1,19,"synpuf",432682,-5,-5
1,19,"synpuf",432743,41,41
1,19,"synpuf",432751,16,12
1,19,"synpuf",432752,9,9
1,19,"synpuf",432764,11,10
1,19,"synpuf",432951,65,65
1,19,"synpuf",433037,63,63
1,19,"synpuf",433049,11,11
1,19,"synpuf",433050,9,9
1,19,"synpuf",433051,7,7
1,19,"synpuf",433052,18,16
1,19,"synpuf",433058,44,34
1,19,"synpuf",433064,180,177
1,19,"synpuf",433071,1070,934
1,19,"synpuf",433246,120,107
1,19,"synpuf",433342,13,11
1,19,"synpuf",433623,14,14
1,19,"synpuf",433624,23,23
1,19,"synpuf",433876,80,80
1,19,"synpuf",433882,100,96
1,19,"synpuf",433899,111,85
1,19,"synpuf",434089,19,18
1,19,"synpuf",434166,76,76
